latin,non-latin
Khagenabābura prthibī ebaṃ anyānya / Nabanītā Debasena.,
"Keśabacandra Sena, byaktitva o gadyaśilpa / Aruṇa Kumāra Mukhopādhyāẏa.",
Itihāsera kāṭhagaṛāẏa kaṅgora kārāgāre sabhyanāmika / Uṯpala Datta.,
"Iuniẏana kyāṭālaga aba Beṅgali bukas eṇḍa piriẏaḍikyāls : Hugalī Jelāra bibhinna granthāgāre rakshita pustaka o patrikāra yautha tālikā / sampādanā, Anilakumāra Datta o Nirmalacandra Caudhurī.",
Mā mriẏasva mā jahi-- : paramapremamaẏa Śrīśrīṭhākura Anukūlacandrera śubha janmaśatabārshika smāraka grantha.,
Itihāsera drshṭite Krshṇa-carita / Atulacandra Cakrabartī.,
Mā ye jananī kānde. [Prathama saṃskaraṇa],
Āntarjātika samparka paribhāshā-kosha. Terminology of international relations.,
Iśvara Gupta o Bāṃlā sāhitya.,
Īśvara Guptera kabitā saṃgraha. Sampādanāẏa:Muhammada Ābadula Hāi o Ānoẏāra Pāśā.,
Īśvaracandra Guptera jībanacarita o kabitva.,
"Īśvara Gupta, sāṃbādika kabi o gadyaśilpī / Reṇupada Ghosha.",
Iśvara Gupta o Bāṃlā sāhitya / Sañjībakumāra Basu.,
Iśvarera pratidvandvī ebaṃ anyānya prabandha / Nabanītā Deba Sena.,
"Hariśa Mukhārjī, jībana o bhābanā / Dilīpa Majumadāra.",
Hayarata śāh Jālāla o Sileṭera itihāsa.,
Hayarata śāh Makhduma Rūpośa. (Rah)-era jībanetihāsa; Bāṃlā sāhityera prācīnatama gadyagrantha. Muhammada Ābūtāliba sampādita. [1st. ed.],
"He bandhu, he priẏa / Amitābha Caudhurī.",
"In the same boat : golden tales from Bengal / selected, translated & edited by Gopa Majumdar.",
Āmi o āmāra taruṇa lekhaka bandhurā / Bimala Kara.,
"Āmi ekā, baṛā ekā / Śakti Caṭṭopādhyāẏa.",
In praise of Annada / Bharatchandra Ray ; translated by France Bhattacharya.,
In this sandal-light for Satyajit / Sumita Gangopadhyaya ; translated from Bengali.,
Hāṃri jenāreśana racanā saṃkalana / sampādaka Samīra Caudhurī.,
Āmāra-dekhā rājanītira pañcāśa bachara.,
Āmāra-dekhā rājanītira pañcāśa bachara. Rājanītira pañcāśa bachara. [Lekhaka] Ābula Manasura Āhamada.,
Āmāra māʼra bāpera bāṛi / Rānī Canda.,
Āmāra dekhā Rabīndranātha o tāmra Śāntiniketana / Pramadārañjana Ghosha.,
Āmasundarī o anyānya racanā / Paritosha Sena.,
Āmarā ābahamāna dhvaṃse o nirmāṇe / Pūrnendu Patrī.,
Āmāra saṅgīta o ānushaṅgika jībana / Santosha Senagupta.,
Āmāra saṅgīta o nāṭyajībana / Raṇajiṯ Kumāra Sena.,
Āmāra kāla āmāra deśa / Sudhīracandra Sarakāra.,
Āmādera saṃskṛti o sāhitya.,
"Haraprasāda Śāstrī racanā-saṃgraha / upadeśanā, Sukumāra Sena ; sampādanā, Satyajiṯ Caudhurī ... [et al.].",
"Haraprasāda Śāstrīra pratibedana, 1886-1894 : ūnabiṃśa śatābdīra Bāṃlā sāhity / Ramendranārāẏaṇa Nāga.",
Amarendra Dāsera Aitihāsika racanā samagra / sampādanāẏa Śiuli Dāsa.,
"Āmāra smrtite Tripurāra Kamiunisṭa o gaṇatāntrika āndolanera paṭabhūmi, 1900-1952 / Bīrena Datta.",
Āmāra kālera kaẏekajana kabi / Jagadiśa Bhaṭṭācārya.,
Haricaraṇa Dāsera Advaita maṅgala. Śrīrabīndranātha Māiti kartṛka sampādita.,
Haluda phule lāla pim̐paṛā / Ānajīra Liṭana = Holud phoole lal pipra / by Anjir Liton.,
Hāoṛā Jelāra laukika debadebī / Mohanalāla Maṇḍala.,
Āmādera svādhīnatā-saṃgrāme 'Jaẏabāṃlā.',
"Hārāno dinera ujjvala galpamālā / sampādanā, Aśokakumāra Mitra, Parthajiṯa Gaṅgopādhyāẏa.",
Maṇīśa Ghaṭaka racanā-saṃkalana / Somā Mukhopādhyāẏa sampādita.,
"Mymensingh District statistics, 1983.",
"Nabīnacandra, sāhitya o sādhanā / Śānti Caṭṭopādhyāẏa.",
Nababābubilāsa ; Naba bibi bilāsa ; Kalikātā Kamalālaẏa / Bhabānīcaraṇa Bandyopādhyāẏa.,
"Nabānna, prayojanā o prabhāba / Sudhī Pradhāna.",
Nabayugera prabartanāẏa Svāmī Bibekānanda / Śāntilāla Mukhopādhyāẏa.,
Manushyatvera kramabikāśe ādarśa baishṇaba. [1. Saṃskaraṇa],
Maṇīndra Rāẏera śreshṭha kabitā / Maṇīndra Rāẏa.,
Marace-paṛā perekera gāna.,
Nabajāgaraṇe dharma-āndolana o Keśabacandrera mānabakalyāṇa-sādhanā / Dilīpakumāra Datta.,
Nabajāgarana o mānabikatābādera bhūmikāẏa Dīnabandhura nāṭaka / Baidyanātha Mukhopādhyāya.,
Mārksīẏa drshṭite Śaraṯ-sāhitya / Sarojamohana Mitra.,
Mārkasīẏa drshṭikoṇe Tārāśaṅkarera upanyāsa / Purṇenduśekhara Mukhopādhyāẏa.,
Mārksīẏa nandanatattva o sāhityabicāra / Arabinda Poddāra.,
Jībanadharmī nāṭya-prayojanāra rūpa o rekhā / Sunīla Datta.,
Laghusaṃgita bhorera hāoẏāra mukhe / Alokarañjana Dāśagupta.,
Najarula Isalāma o ādhunika Bāṃlā kabitā. [Paribardhita 2. Saṃskaraṇa],
Annadāśaṅkara Rāẏera śreshṭha prabandha.,
"Lā-jabāba Dehlī, aparūpā Āgrā / Nārāẏaṇa Sānyāla.",
Aṅgaracanāra rūpa-rīti o praẏoga / Rañjita Kumāra Mitra ; Bibhūti Mukhopādhyāẏa-sampādita.,
"Anna cāi, prāṇa cāi : krshaka āndolanera nāṭaka / Umānātha Bhaṭṭācārya.",
"Āñjumāne Olāmāẏe Bāṅgālā, 1913-1919 o Musalima samāja / Sunīla Kānti De.",
Krshṇakathāẏa Mālādhara o Mādhaba / Rabirañjana Caṭṭopādhyāẏa.,
Krshnayātrā o Nīlakaṇṭha Mukhopādhyāẏa / Gopeśacandra Datta.,
Kshīrodaprasāda Bidyābinodera Nara-Nārāẏaṇa pariciti.,
Kṛshṇakumārī o nāṭyakāra Madhusūdana.,
Kṛshṇakāntera uila o Baṅkima. [1. Saṃskaraṇa],
Kshaṇikera bāṇī-śilpī Rabīndranātha / Aruṇakumāra Basu.,
Nobela Puraskāra o Rabīndra sambardhanā / [sampādaka] Jaẏantī Rāẏa.,
"Aneka dūre, aneka kāche / Beduina.",
"Aneka rakta, aneka nāma / Priẏarañjana Dāsamunsī.",
"Khokā, bhāta khābi āẏa / Sāmasula Haka.",
Aṭomeṭika jībana o samāja : prabandha saṅkalana / Binaya Ghosha.,
Mūrtibhāṅāra rājanīti o Rāmamohana-Bidyāsāgara / Amala Ghosha.,
"Mūrkha baṛo, sāmājika naẏa / Śaṅkha Ghosha.",
Japena Dā japena yā / Uṯpala Datta.,
Kharā-urbarāẏa cihṇa diẏe cali / Aruṇa Mitra.,
"Ātmajībanī o smrti-tarpaṇa / Jaladhara Sena ; sampādanā, Bāridabaraṇa Ghosha.",
Āṭhāro śatakera Bāṅalā o Bāṅālī / Atula Sura.,
Mihira Ācāryera galpa samagra.,
Jāgaraṇera cāraṇa Mukundadāsa o tāmra gāna / Pulaka Canda.,
Jagadīśa Guptara kathā sāhitya : Phraẏeḍiẏa manobiśleshaṇera āloke / Prabīra Kumāra Caṭṭopādhyāẏa.,
"Jagadīśa Gupta, jībana o sāhitya / Samareśa Majumadāra sampādita.",
Jaṅgī joẏāna cala bīra. [Lekhaka] E. Eica. Ema Rejāula Karima.,
Jātibhedaprathā o uniśa śatakera Bāṅgālī samāja / Amitābha Mukhopādhyāẏa.,
Jaẏaprakāśa o sampūrṇa biplaba / Bholā Caṭṭopādhyāẏa.,
Job satisfaction and work in industry : three case studies in Bangladesh / [written and] edited by Abdul Khaleque.,
Lālana Śāh o Lālana-gītikā. [Sampādaka] Muhāmmada Ābūtāliba.,
"Lālana Śāhera puṇyabhūmi : Hariśapura. (Hariśapurera sādhāraṇa itihāsa, sādhakagṇera jībanī, o bhābasaṃgīta).",
Mīra Maśārarapha Hosena o tāmra Bāula gāna / Pārijāta Majumadāra.,
Jñānadāsa o tāmhāra padābalī [Sampādaka] Śrī Bimanabihārī Majumdāra.,
Misara theke āsā Bāṃlā śabda / Līni Śrīnivāsan.,
"Lālana Phakira, kabi o kābya / Sanaṯkumāra Mitra.",
Lālana o tāmra gāna / Annadāśaṅkara Rāẏa.,
Lāla parīra lāla ṭameṭo / Ānajīra Liṭana = Lal porir lal tamato / story by Anjir Liton.,
"Liṭala myāgājinera bāchāi galpa / sampādanā, Sanaṯ Basu.",
Jibanānanda Dāśera śreshṭha kabitā. [1. Saṃskaraṇa],
Jībanānanda Dāśera śreshṭha kabitā. Sampādanāẏa: Kājī Sirāja.,
Jībana-śilpī Satyajiṯ Rāẏa.,
Jete Dite Pari na / Renu Luthfa.,
"Jhaṛera pākhi, kabi Ḍirojio / Pallaba Senagupta.",
"Jībanera galpa, galpera jībana / sampādanā, Asitakumāra Bandyopādhyāẏa.",
"Miracles do still happen : a novel / by Dilip Kumar Roy, in collaboration with Indira Devi ; introduction, C.P. Ramaswami Aiyar ; foreword, Charles A. Moore.",
Jele triśa bachara o Pāka Bhāratera svādhīnatā saṃgrāma. [Lekhaka] Śrītrailokya Nātha Cakrabarttī Mahārāja.,
Jhāṛakhaṇḍera bidroha o jībana / Paśupati Prasāda Māhāta.,
"Liṭala myāgājinera śreshṭha galpa, 1947-1997 / sampādaka Samīra Caudhurī.",
Jībana anveshāẏa kabi Samara Sena / Nandarāṇī Caudhurī.,
"Jibanānanda, samāja o samakāla / Sumitā Cakrabartī.",
Jība kalyāṇe Gautama Buddhera mānabatā / Si. Āra. Cākmā.,
Kichu māẏā raẏe gelo / Śakti Caṭṭopādhyāẏa.,
"Jalapāiguṛi jelāra prabandha o granthapañji / saṃkalana, Pārbbatī Prasāda Coṃdāra.",
"Jamalpur District statistics, 1983.",
Jaohara rojagāra prakalpa ekaṭi nirvācanī pracārera phānusa.,
Keshub Chandra and Ramkrishna [by] G. C. Banerji.,
Light the golden lamp : translated into English from the original Bengali / Hussain Muhammad Ershad.,
Jallāda Iẏāhiẏāra Bāṅgālī hatyā. Bhabeśa Rāẏa sampādita.,
Jana kompānīra Bāṅālī karmacārī / Nārāẏaṇa Datta.,
Janagaṇera kabi Kājī Najarula Isalāma / Kalpataru Senagupta.,
"Ātma, mrtyu, svarga, o naraka / Nigūṛhānanda.",
Kholā mana o kholā darajā / Annadāśaṅkara Rāẏa.,
"Kichu chabi, kichu galpa / Bikāśa Rāẏa.",
"Munīra Caudhurī, Mophājjala Hāẏadāra Caudhurī, Ānoẏāra Pāśā. Ākarama Hosena sampādita.",
"Mudrita Bāṃlā granthera pañji, 1853-1867 / mūla saṃkalaka, Yatīndramohana Bhaṭṭācārya.",
"Rekhāẏa Satyajīṯ lekhāẏa Sunīla / sampādanā, Sauradīpa Bandyopādhyāẏa, Saumyakānti Datta = Rekhay Satyajit lekhay Sunil : juvenile literature / written by Sunil Gangopadhyaya ; illustrated by Satyajit Ray ; edited by Souradip Bandyopadhyay & Soumyakanti Dutta.","রেখায় সত্যজীৎ লেখায় সুনীল / সম্পাদনা, সৌরদীপ বন্দ্যোপাধ্যায়, সৌম্যকান্তি দত্ত = Rekhay Satyajit lekhay Sunil : juvenile literature / written by Sunil Gangopadhyaya ; illustrated by Satyajit Ray ; edited by Souradip Bandyopadhyay & Soumyakanti Dutta."
A people in distress being a connected account of the names from 1812 A.D. down to the present day together with a study of their antiquity / N.B. Roy.,
"Mrtyu, darśane o bijñāne / Praśānta Prāmāṇika.",
"Mṛtyucintā, Rabīndranātha o anyānya jaṭilatā.",
Mudraṇera saṃskrti o Bāṃlā bai / Svapana Cakrabartī sampādita.,
Mughalayuge krshi-arthanīti o krshaka-bidroha / Gautama Bhadra.,
"Mrṇālinī Debī, 1874-1902.",
The history of the Bengali language / Bijaychandra Mazumdar.,
Hugalī jelāra itihāsa o Baṅgasamāja. [Paribardhita dbitīya saṃskaraṇa],
"Gopālacandra Majumadāra, ekaṭi dibya jībana / Kānāilāla Datta.",
Gopāla Hāladārera śreshṭha prabandha.,
"Goyendā Niśitha Rāẏa samagra / Śrī Tushāra Cyāṭārjjī ; sampādanā, Indranātha Bandyopādhyāẏa = Goyenda Nishith Roy samagra / by Tushar Chatterjee.","গোযেন্দা নিশিথ রায় সমগ্র / শ্রী তুষার চ্যাটার্জ্জী ; সম্পাদনা, ইন্দ্রনাথ বন্দ্যোপাধ্যায় = Goyenda Nishith Roy samagra / by Tushar Chatterjee."
Gītāra bāstabasammata artha o byākhyā / Śibadāsa Bhaṭṭācārya kartrka praṇīta ; o Śrījība Nyāyatīrtha kartrka likhita pūrba-pīṭhīkā.,
Gītātattva o Bhārate Śaktipūjā / Svāmī Sāradānanda.,
"Glossary of agricultural terms, English-Bengali / prepared by Jack A. Dabbs, et al.",
History of Bengali literature. Foreword by Jawaharlal Nehru.,
History of the Bengali people : ancient period / Niharranjan Ray ; translated with an introduction by John W. Wood.,
Kompāni āmale bideśī citrakara / Pradyoṯ Guha.,
Kothākāra tarabāri kothāẏa rekheche / Śakti Caṭṭopādhyāẏa.,
"Nirbācita Uttarā galpa saṃkalana / sampādanā, Bāridabaraṇa Ghosha.",
Nīla bidroha o Bāṅālī samāja / Pramodarañjana Senagupta.,
Nirābaraṇa kanyāra galpa alpa / Hāśema Khāna.,
"Nirabacita 100 kisora galapa / samkalana o sampadana Kabira Couchuri, Ali Imama.",
Nīrada Majumadāra aṅkita Rāmaprasādī chabi. Dessins inspirés de Ram Proshad. [Traduction: Nirode et Guite Mazumdar. 1. éd.],
Nīrendranātha Cakrabartīra śreshṭha kabitā.,
Koṭi koṭi bacharera pāṛi / Tapana Bandyopādhyāẏa.,
"Krsnayajurbbedīẏā-Rgbedīẏā ca Taittirīẏopanishadau : Gauṛīẏa-siddhāntasanmata-sānubādānvaẏānubāda-bhūmikā-sūcīpatrādi-samete / Raṅgarāmānuja-Munīndra-biracita-prakāśikākhya-bhāshyopete ; Tridaṇḍisvāminā Śrīmadbhaktiśrīrūpa-Siddhānti-Gosvāmi-Mahārājena racitaẏā Śrīmadbhāgabatānugaẏā Śrīcaitanya-matānumoditācintyabhedābheda-bicāraparaẏā ""Tattvakaṇā"" nāmnyā cānubyākhyaẏā saha tenaiba sampādite ; Śrīnrtyagopāla Pañcatīrtha krtaẏā ""Śrutyarthabodhinī""-samākhyaẏā ṭīkaẏā samanvite.",
Nobela puraskāra o Rabīndra sambardhanā / Jaẏantī Rāẏa.,
"""Nija priẏa sthāna āmāra Mathurā Brndābana"" / Tārāpada Mukhopādhyāẏa.",
Nīlabidrohera caritra o Bāṅālī-buddhijībī / Tapobijaẏa Ghosha.,
"Nīla culera meẏeṭi yebhābe tāra cokha duṭi bān̐ciẏechilo / Selima Moraśeda ; ān̐kiẏe, Saiẏada Sāipha = Nil chuler meyeti jevabe tar chokh duti bachiesilo / by Selim Morshed.",
Niḥśatru nāẏaka Hemanta Basu : āmāke māracha keno? / Krttibāsa Ojhā.,
"Koshṭhi-darpaṇa, bā, Jātaka-bijñāna : sadrshṭāntanubāda / Bhubanamohana Siddhāntaśāstri-sampādita.",
Nīla-āndolana o Hariśacandra / Tapobijaẏa Ghosha.,
Amṛtalāla Basura jībanī o sāhitya.,
Amiẏa Cakrabartīra śreshṭha kabitā.,
The heart of a rebel poet : letters of Michael Madhusudan Dutt / edited by Ghulam Murshid.,
"Ami bhuta hate cai / Amirula Isalama ; chabi, Biplaba Cakrabarti.",
Progressive Bengali-English dictionary / compiled by Nanigopal Aich & Rishi Das.,
Āñcalika Bāṃlā bhāshāra abhidhāna / pradhāna sampādaka Asitakumāra Bandyopādhyāẏa.,
Indura chanara majara kanda / Selina Hosena.,
Aneka basanta ekaṭi bhramara. [Lekhaka] Śaktipada Rājaguru.,
"Ananta nakshatrabīthi tumi, andhakāre.",
Ānandamaṭha o Bhāratīẏa jātīẏatābāda / Jībana Mukhopādhy-aẏa.,
Ananvaẏa o ādhunika Bāṃlā kabitā / Śuddhasattva Basu.,
Mukti-yuddhe Bhāratīẏa krshaka / Suprakāśa Rāẏa.,
"A multi lingual reader : spoken Tamil-English-Bengali-Hindi / Ranganayaki Mahapatra, Sukla Chakrabarty.",
Mughala yugera Bāṃlā sāhitya : ārtha-sāmājika paṭabhūmi o sāṃskrtika uttarādhikāra / Sanaṯkumāra Naskara.,
Mukta purusha Svāmī Bibekānanda. [Satabārshikī saṃskaraṇa],
Pole-star promise-light / Sri Chinmoy.,
Poetry of the proud hours and other poems of Siben Chattopadhyay / selected and translated by Umanath Bhattacharya.,
"An intensive course in Bengali : dialogues, drills, exercises, vocabulary, and grammar / Krishna Bhattacharya, A.K. Basu.",
Indirā Gāndhī o goẏendā daptara / Rudrendu Sarakāra.,
"Anarchy and the blue. A collection of contemporary drawings and verses = Nīlimā o Nairājya: Samakālīna Bāṃlā kabitā o rekhācitrera saṃkalana. Edited by Shuva Prasanna, Shakti Chattopadhya; [translated by Manish Nandy, Sandip Sarkar.]",
Anandibai and other stories / Parashuram ; translated by Swapna Dutta.,
Ānanda Niketana Kīrtiśālā pradarśikā.,
"Ānandamaṭha, itihāse o sāhitye / Sureśacandra Maitra.",
Grāma Bāṅalāra gaṛana o itihāsa / Sandīpa Bandyopādhyāẏa.,
Amrtalāla Basura smrti o ātmasmrti / Aruṇakumāra Mitra sampādita.,
The Indian wireless magazine.,
Hvāgnera o Rabīndranāthera gītināṭya.,
Hvāgnera o Rabīndranāthera gītināṭya / Bārṇika Rāẏa.,
"Hemantabālā Debīra racanā-saṃkalana / sampādaka Yaśodharā Bāgacī, Abhijiṯ Sena.",
Hindu-āine nārīra adhikāra : atīte o bartamāne / Sureśacandra Mukhopādhyāẏa.,
Hindudharmera mahattva o baiśishṭya / Svāmī Advaitānanda.,
Hindusthānī saṃgīte kathāra sthāna / sampādaka Uṯpalā Gosvāmī.,
Girisankar's one-act plays / translated & edited by Apurba Kumar Ray.,
"Gītāpradīpa, bā, Śrīśrīmadbhagabadagītā-sādhanatattva / Svāmī Saccidānanda Sarasvatī praṇīta.",
Ghare bāirera sāhitya-cintā.,
"Hindu athabā Presidensī Kalejera itibrtta / Rājanārāẏaṇa Basu dvārā abhibyakta ; sampādanā, Aśokakumāra Rāẏa.",
Gharera kathā o yugasāhitya.,
Ghoshapāṛāra Satīmā o Karttābhajā dharma / Satyaśiba Pāla Debamahānta.,
"Puliśa riporṭe Rāmakrshṇa Miśana, 1897-1917 / Lāḍalīmohana Rāẏacaudhurī.",
